LOAN_SK,LOAN_NUMBER,LOAN_TYPE,LOAN_STATUS,INTEREST_RATE,CURRENCY_OF_COMMITMENT,EFFECTIVE_START_DATE,EFFECTIVE_END_DATE,IS_CURRENT,RECORD_HASH
73613484112986145,IBRD46040,SCL,Fully Repaid,0.98,US,2025-12-01,,true,1446231118584942726
8360564282597508959,IBRD16460,NPL,Fully Repaid,7.35,US,2025-12-01,,true,5602862616222574149
4213860226614792311,IBRD86390,FSL,Disbursing&Repaying,0,US,2025-12-01,,true,1742872190174295487
1208169534261805474,IBRD07600,NPL,Fully Repaid,7.25,US,2025-12-01,,true,6504352314759584467
2291450883046623849,IBRD09650,NPL,Fully Repaid,7.25,US,2025-12-01,,true,7334771047423543708
3526149099338653000,IBRD41470,CPL,Fully Repaid,2.21,US,2025-12-01,,true,2720848777587607019
5664241611610677228,IBRD46330,SCL,Fully Repaid,9.21,US,2025-12-01,,true,6515480436021358960
144045852781346566,IBRD19380,CPL,Fully Repaid,9.25,US,2025-12-01,,true,1420183872349293416
3499097101439681505,IBRD37020,CPL,Fully Repaid,7.96,US,2025-12-01,,true,142301108289159047
4196346405927174361,IBRD40100,CPL,Fully Repaid,8.24,US,2025-12-01,,true,5697618002471500638
9163212747042290,IBRD2635S,SCPD,Fully Repaid,7.15,US,2025-12-01,,true,95536434872712056
1228739147848040407,IBRD36540,CPL,Fully Transferred,7.43,US,2025-12-01,,true,4275740505796186591
4519023862063701143,IBRD10350,NPL,Fully Repaid,7.25,US,2025-12-01,,true,1487260721698432137
2624179260536972947,IBRD3800S,SCPM,Fully Repaid,3.13,US,2025-12-01,,true,5439644192094449808
5500544967461143465,IBRD21260,CPL,Fully Repaid,11.6,US,2025-12-01,,true,4814460852893387551
1506021560048188602,IBRD10970,NPL,Fully Repaid,8.5,US,2025-12-01,,true,35250992065265498
4747031566885385578,IBRD44051,SCL,Fully Repaid,9.37,US,2025-12-01,,true,5905292518742923907
2871473771121974594,IBRD95240,FSL,Fully Disbursed,0,US,2025-12-01,,true,5964773620397113639
3801745608947804333,IBRD2332S,SCPM,Fully Repaid,5.33,US,2025-12-01,,true,7140159612411684770
763923531509590220,IBRD46170,SCL,Fully Repaid,0.93,US,2025-12-01,,true,1134165191738477388
6451391063704340584,IBRD42440,SCL,Fully Repaid,0,US,2025-12-01,,true,6725745065116734048
2887379826496123946,IBRD3565S,SCPD,Fully Repaid,3.06,US,2025-12-01,,true,737259200211460689
2663937593564986689,IBRD20410,CPL,Fully Repaid,9.6,US,2025-12-01,,true,6679293586959865689
7193114544192333260,IBRD42680,SCL,Fully Repaid,0,US,2025-12-01,,true,7459731297386294510
6182218953641351488,IBRD46110,SCL,Fully Repaid,3.6,US,2025-12-01,,true,717520588033185964
2526022080041599782,IBRD72990,FSL,Fully Repaid,0,US,2025-12-01,,true,3086090325523931872
8084066274291010367,IBRD19180,CPL,Fully Repaid,9.25,US,2025-12-01,,true,1594501101913469949
4600896847407007279,IBRD39970,SCL,Fully Repaid,0.62,US,2025-12-01,,true,659636212047602680
7313826210927214059,IBRD39070,CPL,Fully Repaid,3.8,US,2025-12-01,,true,8428614836681442519
1564763092599085134,IBRD75630,FSL,Repaying,0,US,2025-12-01,,true,5401344487679354553
4634578212287424722,IBRD73540,FSL,Repaying,0,US,2025-12-01,,true,3188617237723542781
2579164582651857533,IBRD32510,CPL,Fully Repaid,5.59,US,2025-12-01,,true,6534898114899825472
5825231249172702055,IBRD30720,CPL,Fully Repaid,4.11,US,2025-12-01,,true,7449206805190641015
1242018810302088541,IBRD35150,CPL,Fully Transferred,7.43,US,2025-12-01,,true,6327436367742432916
4777937034356811988,IBRD24390,CPL,Fully Repaid,6.36,US,2025-12-01,,true,3045015815372485281
877853162762691476,IBRD40361,NON POOL,Repaid,5.5,US,2025-12-01,,true,5556243558037083769
3282501373726577546,IBRD32720,CPL,Fully Repaid,6.18,US,2025-12-01,,true,5994546929237935233
3191088501007544790,IBRD09040,NPL,Fully Repaid,7.25,US,2025-12-01,,true,7223746235977798522
3838860348820642654,IBRD92440,FSL,Fully Disbursed,0,US,2025-12-01,,true,7572367428034679208
3571693639544013189,IBRD05530,NPL,Fully Repaid,6.25,US,2025-12-01,,true,8201593431008876789
6172444691001411674,IBRD43780,SCL,Fully Repaid,0,US,2025-12-01,,true,8832556540630916043
3460253071492142366,IBRD84530,FSL,Fully Cancelled,0,US,2025-12-01,,true,2006722957569116419
3059201571777134586,IBRD75710,FSL,Fully Repaid,0,US,2025-12-01,,true,7898139067448089454
2056720760693961086,IBRD18960,NPL,Fully Repaid,8.25,US,2025-12-01,,true,761586353257549245
6200752789971633905,IBRD1995S,SCPD,Fully Repaid,9.6,US,2025-12-01,,true,3841260762101591021
5743675164363039747,IBRD76390,FSL,Fully Disbursed,0,US,2025-12-01,,true,5548784771971394410
4462602472518095368,IBRD88690,FSL,Repaying,0,US,2025-12-01,,true,6773153823132382389
5126468029863637657,IBRD39540,CPL,Fully Transferred,7.43,US,2025-12-01,,true,2555082253694486125
7044889856318834433,IBRD43960,SCL,Fully Repaid,2.98,US,2025-12-01,,true,3343662959626950869
8204360018071499302,IBRD94860,FSL,Disbursing,0,US,2025-12-01,,true,5242109129474711408
5258512909785281387,IBRD27920,CPL,Fully Repaid,6.82,US,2025-12-01,,true,3774726374539652113
4793917169648785659,IBRD34440,CPL,Fully Repaid,7.43,US,2025-12-01,,true,4065128982559153360
4691753807950769768,IBRD08260,NPL,Fully Repaid,7.25,US,2025-12-01,,true,1204955538271505984
6453320537968831796,IBRD2542S,SCPD,Fully Repaid,4.81,US,2025-12-01,,true,6310327247861009473
4335042075043461055,IBRD97530,FSL,Signed,0,US,2025-12-01,,true,2800663449630444659
5176594559626969554,IBRD08050,NPL,Fully Repaid,7.25,US,2025-12-01,,true,6209712791119589206
4349461907437177062,IBRD00220,NPL,Fully Repaid,4.25,US,2025-12-01,,true,6127797637640062092
4886657737491161785,IBRD21560,CPL,Fully Repaid,11.6,US,2025-12-01,,true,9173064637513470644
7093335328725229256,IBRD2318S,SCPM,Fully Repaid,7.26,US,2025-12-01,,true,8582939253191819482
864753262932673567,IBRD08300,NPL,Fully Repaid,7.25,US,2025-12-01,,true,1425090134900991532
6390995149457336930,IBRD47410,SCL,Fully Repaid,1,US,2025-12-01,,true,702488723678687473
2836519343981250682,IBRD3860S,SCPD,Fully Repaid,1.77,US,2025-12-01,,true,5203100678555795668
2209632476170274392,IBRD10490,NPL,Fully Repaid,8,US,2025-12-01,,true,2745993348651040216
8199116512927333302,IBRD07160,NPL,Fully Repaid,7.25,US,2025-12-01,,true,4069999239918197236
858697254612075115,IBRD40930,CPL,Fully Transferred,7.43,US,2025-12-01,,true,5291437154176893821
6026674288427474100,IBRD10500,NPL,Fully Repaid,8,US,2025-12-01,,true,1435301402237741306
4912636504460169780,IBRD17990,NPL,Fully Repaid,7.95,US,2025-12-01,,true,3763187691740163022
4086561570954232188,IBRD31410,CPL,Fully Repaid,6.18,US,2025-12-01,,true,4845861708614205830
2136855265102659958,IBRD2254S,SCPM,Fully Repaid,7.26,US,2025-12-01,,true,637827007349401860
8811237276293518616,IBRD24400,CPL,Fully Repaid,4.85,US,2025-12-01,,true,4271304433036736125
450842047852745424,IBRD50350,NON POOL,Repaid,6.25,US,2025-12-01,,true,3967245297910229927
5948472279367711074,IBRD20320,CPL,Fully Repaid,9.6,US,2025-12-01,,true,1084169599239643403
8112171538308295950,IBRD16340,NPL,Fully Repaid,7.35,US,2025-12-01,,true,656163989828559594
4667443174225205795,IBRD11450,NPL,Fully Repaid,8.5,US,2025-12-01,,true,3781777204549335123
8019350245247893361,IBRD77350,FSL,Repaying,0,US,2025-12-01,,true,1732046876244534288
8346325673753512591,IBRD85530,FSL,Repaying,0,US,2025-12-01,,true,7821632359252508531
1662030374148764746,IBRD06742,NPL,Fully Repaid,7,US,2025-12-01,,true,1760314819693207968
7346242168452595393,IBRD26380,CPL,Fully Repaid,6.03,US,2025-12-01,,true,6176470377177058408
8462935802319509258,IBRD38910,CPL,Fully Repaid,4.44,US,2025-12-01,,true,6376060627481718407
940334084095638289,IBRD02420,NPL,Fully Repaid,6,US,2025-12-01,,true,9076238997568099141
8619745500502566294,IBRD12330,NPL,Fully Repaid,8.5,US,2025-12-01,,true,6728754863347316125
7154608772596029874,IBRD23130,CPL,Fully Repaid,6.18,US,2025-12-01,,true,4869743619371652254
4173263390901277556,IBRD03590,NPL,Fully Repaid,5.5,US,2025-12-01,,true,794095154123760226
8452429038117993719,IBRD2700S,SCPD,Fully Repaid,7.54,US,2025-12-01,,true,1698174729318553298
5977317338994940867,IBRD38460,CPL,Fully Transferred,7.43,US,2025-12-01,,true,1039574150112073931
1357880826045722833,IBRD04900,NPL,Fully Repaid,6,US,2025-12-01,,true,5173092203094813616
5549138240381036156,IBRD18610,NPL,Fully Repaid,8.25,US,2025-12-01,,true,6620340686496777699
196679931404609395,IBRD30560,CPL,Fully Repaid,6.18,US,2025-12-01,,true,8301217612944349029
5852877149294388735,IBRD2764S,SCPD,Fully Repaid,6.61,US,2025-12-01,,true,3746206408692653368
5177176958060346555,IBRD23740,CPL,Fully Repaid,5.21,US,2025-12-01,,true,5013316904560544015
347779653822212604,IBRD08930,NPL,Fully Repaid,7.25,US,2025-12-01,,true,614513279504219063
5259421870446326734,IBRD09700,NPL,Fully Repaid,7.25,US,2025-12-01,,true,5949609427556042409
4235276090221947678,IBRD95390,FSL,Disbursing,0,US,2025-12-01,,true,4161570440408251046
9061503462780483689,IBRD00570,NPL,Fully Repaid,4.5,US,2025-12-01,,true,3679902085864439373
1534389738784734203,IBRD41380,SCL,Fully Repaid,0,US,2025-12-01,,true,7559106966821023122
2854170247022688865,IBRD70730,FSL,Fully Repaid,0,US,2025-12-01,,true,5062759212191144681
8180516211334320038,IBRD35140,CPL,Fully Repaid,5.59,US,2025-12-01,,true,1317480623520672212
6396918559227557327,IBRD37670,CPL,Fully Repaid,7.8,US,2025-12-01,,true,8978699716471302013
5010784493258184125,IBRD31400,CPL,Fully Repaid,6.03,US,2025-12-01,,true,2748116809995158170
2881658877575652283,IBRD37600,CPL,Fully Repaid,1.64,US,2025-12-01,,true,967031096584412585
5374794243609167857,IBRD92450,FSL,Fully Disbursed,0,US,2025-12-01,,true,6071807336053448323
5541385325073096633,IBRD26330,CPL,Fully Repaid,5.01,US,2025-12-01,,true,6405897084767893502
6022124557064723668,IBRD87330,FSL,Repaying,0,US,2025-12-01,,true,7354469234878096213
8001784272082225810,IBRD3855S,SCPD,Fully Repaid,5.55,US,2025-12-01,,true,5689180375727725891
1771705144939299119,IBRD19590,CPL,Repaying,9.6,US,2025-12-01,,true,5479043292424054304
7301234987029837555,IBRD91880,FSL,Repaying,0,US,2025-12-01,,true,2661916440839357132
7416595091917652765,IBRD91540,FSL,Disbursing,0,US,2025-12-01,,true,4215357165887236582
2664058871901744057,IBRD06370,NPL,Fully Repaid,7,US,2025-12-01,,true,3738699218449936710
3891134197777615651,IBRD38600,CPL,Fully Transferred,7.39,US,2025-12-01,,true,5755685027250030275
6712123128928738477,IBRD29410,CPL,Fully Repaid,4.85,US,2025-12-01,,true,7905564088596538978
5382073478957796361,IBRD34521,CPL,Fully Cancelled,6.93,US,2025-12-01,,true,2793034493628030814
7775044665258864846,IBRD02790,NPL,Fully Repaid,5.75,US,2025-12-01,,true,9132392072896824128
4343597915890106952,IBRD94430,FSL,Disbursing,0,US,2025-12-01,,true,5396549969920065452
3796488968851931354,IBRD35000,CPL,Fully Repaid,1.35,US,2025-12-01,,true,826797273673127218
2979821415649398660,IBRD2472S,SCPD,Fully Repaid,5.46,US,2025-12-01,,true,6915166966222544104
5599151500469692128,IBRD3850S,SCPD,Fully Repaid,2.52,US,2025-12-01,,true,636779036477539177
5089748195581849591,IBRD26950,CPL,Fully Repaid,3.8,US,2025-12-01,,true,4194398009299951726
4114426774129560749,IBRD2773S,SCPD,Fully Repaid,6.89,US,2025-12-01,,true,6644451591378713687
296732512762887314,IBRD21000,CPL,Fully Repaid,11.6,US,2025-12-01,,true,1983070243651230991
3023163581375340486,IBRD84840,FSL,Repaying,0,US,2025-12-01,,true,4621547878311331618
2182219990351305309,IBRD06150,NPL,Fully Repaid,6.5,US,2025-12-01,,true,1135730850290422205
9222495179748915650,IBRD50210,NON POOL,Repaid,6,US,2025-12-01,,true,6690989433432593868
5280334876185276932,IBRD38990,CPL,Fully Repaid,4.84,US,2025-12-01,,true,8118105340236683979
3464698141034560954,IBRD28850,CPL,Fully Repaid,5.59,US,2025-12-01,,true,2083477437290642888
8739017814698346316,IBRD46490,SCL,Fully Repaid,2.15,US,2025-12-01,,true,3782213296046399075
250012365807167788,IBRD75060,FSL,Repaying,0,US,2025-12-01,,true,8044689463482008884
1077211675944967754,IBRD15910,NPL,Fully Repaid,7.5,US,2025-12-01,,true,4770354813116323020
3383278256485192748,IBRD44430,SCL,Fully Repaid,5.74,US,2025-12-01,,true,7723970741639196460
474567552059101634,IBRD35370,CPL,Fully Repaid,6.82,US,2025-12-01,,true,7248066542151350764
277104665010142984,IBRD07770,NPL,Fully Repaid,7.25,US,2025-12-01,,true,5238597814855278815
624825909619067421,IBRD1848S,SCPM,Fully Repaid,8.25,US,2025-12-01,,true,4140968129482363350
7873428270755856293,IBRD18890,NPL,Fully Repaid,8.25,US,2025-12-01,,true,4245323140645966814
5244657457643088784,IBRD04910,NPL,Fully Repaid,6,US,2025-12-01,,true,7135368030700693840
6515509877801866326,IBRD3810S,SCPD,Fully Repaid,2.92,US,2025-12-01,,true,3160600511776642496
8781801589449029992,IBRD31330,CPL,Fully Repaid,6.03,US,2025-12-01,,true,8103300849795102271
7986380486843195748,IBRD74610,FSL,Repaying,0,US,2025-12-01,,true,9027894014727443626
6729625743767506650,IBRD3821S,SCPD,Fully Repaid,4.36,US,2025-12-01,,true,8678061204169936276
3218585680960846295,IBRD40741,NON POOL,Repaid,6,US,2025-12-01,,true,3172298052703695980
2522508195981757774,IBRD77930,FSL,Repaying,0,US,2025-12-01,,true,8412726044354282242
7974010699325040605,IBRD15605,CPL,Fully Repaid,7.5,US,2025-12-01,,true,417756169950099202
6400625990101121107,IBRD20650,CPL,Fully Repaid,11.6,US,2025-12-01,,true,4052532499928003532
7692765516595619308,IBRD27480,CPL,Fully Repaid,6.18,US,2025-12-01,,true,2693260003314626269
2389386666008573823,IBRD21070,CPL,Fully Repaid,11.6,US,2025-12-01,,true,7849252915265496240
2794927565761246073,IBRD16784,NPL,Fully Repaid,7,US,2025-12-01,,true,8289072860085203226
6880310843782086111,IBRD93030,FSL,Disbursing,0,US,2025-12-01,,true,302679609702472543
5370611286840062864,IBRD29260,CPL,Fully Repaid,2.5,US,2025-12-01,,true,6215967273253408067
6972950255395478421,IBRD74440,FSL,Fully Repaid,0,US,2025-12-01,,true,4049511298317480754
6272343587865804589,IBRD46290,SCL,Fully Repaid,0.93,US,2025-12-01,,true,6507588221809431490
8199465754213695736,IBRD73040,FSL,Fully Repaid,0,US,2025-12-01,,true,7966850463482904577
6343887330912771762,IBRD03550,NPL,Fully Repaid,5.5,US,2025-12-01,,true,9182142710845362606
3427122851560621911,IBRD42790,SCL,Fully Repaid,0.76,US,2025-12-01,,true,63770791053702786
778272152313534621,IBRD48870,SCL,Fully Repaid,0.39,US,2025-12-01,,true,4021980056561486684
8882744301785325809,IBRD70800,FSL,Fully Repaid,0,US,2025-12-01,,true,3212885639316772142
896188462024496832,IBRD3703S,SCPD,Fully Repaid,7.02,US,2025-12-01,,true,2872191488120489344
757640684622162763,IBRD89820,FSL,Repaying,0,US,2025-12-01,,true,6841840368159771662
1345880933685977994,IBRD77690,FSL,Repaying,0,US,2025-12-01,,true,8204952280979275711
3746288997496767980,IBRD03090,NPL,Fully Repaid,5.75,US,2025-12-01,,true,2575177972206342199
5517203862453186003,IBRD23110,CPL,Fully Repaid,7.08,US,2025-12-01,,true,6539321539110534593
106485374556444198,IBRD37460,CPL,Fully Repaid,7.89,US,2025-12-01,,true,7381601237723703832
3254288693986651854,IBRD74890,FSL,Fully Repaid,0,US,2025-12-01,,true,2054453058912523456
2597056274768200117,IBRD47660,SCL,Fully Repaid,0.8,US,2025-12-01,,true,6972308367120196046
5639898945045871551,IBRD2377S,SCPM,Fully Repaid,7.26,US,2025-12-01,,true,438596777989721824
3182261359103464305,IBRD04830,NPL,Fully Repaid,6,US,2025-12-01,,true,6867256559922254815
937181377918606204,IBRD15310,NPL,Fully Repaid,7.45,US,2025-12-01,,true,2026973705167720846
3604943858238789342,IBRD22060,CPL,Fully Repaid,11.6,US,2025-12-01,,true,3211195555020857050
1394770374896756412,IBRD20940,CPL,Fully Repaid,11.6,US,2025-12-01,,true,3508636471942085713
3085162115761624991,IBRD29610,CPL,Fully Repaid,6.18,US,2025-12-01,,true,5948321114447186856
6012069502074827460,IBRD15245,CPL,Fully Repaid,7.45,US,2025-12-01,,true,4417687860284275496
353168547904190170,IBRD88730,FSL,Disbursing&Repaying,0,US,2025-12-01,,true,1105259786963271993
8026791450314275415,IBRD15170,NPL,Fully Repaid,7.45,US,2025-12-01,,true,172771593301768716
3929251270091441131,IBRD28660,CPL,Fully Repaid,4.62,US,2025-12-01,,true,7283811150397362165
7351829103286732895,IBRD71330,FSL,Fully Repaid,0,US,2025-12-01,,true,586590928130557887
3942967026669695280,IBRD02530,NPL,Fully Repaid,6,US,2025-12-01,,true,4979572841360867066
3108345902305371718,IBRD30780,CPL,Fully Repaid,5.59,US,2025-12-01,,true,5491615087091416284
1581644582331902328,IBRD12990,NPL,Fully Repaid,8.85,US,2025-12-01,,true,4733981681867474953
1921883896171781649,IBRD24480,CPL,Fully Repaid,6.03,US,2025-12-01,,true,6119266046799674604
7332228394290092543,IBRD03600,NPL,Fully Repaid,5.5,US,2025-12-01,,true,2444307699897753161
2732544756569764972,IBRD90630,FSL,Fully Disbursed,0,US,2025-12-01,,true,3323878700056005090
2322080096364793270,IBRD74750,FSL,Fully Repaid,0,US,2025-12-01,,true,2245539983869964093
1828725758940846289,IBRD40270,SCL,Fully Repaid,1.6,US,2025-12-01,,true,4009802763411822932
7262999755204996653,IBRD15440,NPL,Fully Repaid,7.45,US,2025-12-01,,true,8628008197478095517
7778139620416701025,IBRD12595,CPL,Fully Repaid,8.5,US,2025-12-01,,true,4315639707291286633
6518902217259717599,IBRD91630,FSL,Disbursing,0,US,2025-12-01,,true,7872870535642110983
2386630797060351423,IBRD21130,CPL,Fully Repaid,11.6,US,2025-12-01,,true,3725603346564361644
7353628065085143730,IBRD17640,NPL,Fully Repaid,7.95,US,2025-12-01,,true,7689041627954377949
2843408021446638515,IBRD87310,FSL,Repaying,0,US,2025-12-01,,true,1181928361756456190
8815543104692451223,IBRD35540,CPL,Fully Repaid,2.37,US,2025-12-01,,true,6412369916620215019
2847388271451397646,IBRD03250,NPL,Fully Repaid,5.5,US,2025-12-01,,true,6761058692877153055
4530689507418538954,IBRD28480,CPL,Fully Repaid,4.59,US,2025-12-01,,true,5633127449976114847
3331498304101873919,IBRD26350,CPL,Fully Repaid,6.36,US,2025-12-01,,true,5760033061758407608
4700782930372800751,IBRD87020,FSL,Disbursing&Repaying,0,US,2025-12-01,,true,1999690397023440205
5237304393549819290,IBRD21930,CPL,Fully Repaid,11.6,US,2025-12-01,,true,8298608939165186103
825228425476225899,IBRD23210,CPL,Fully Repaid,6.18,US,2025-12-01,,true,2222221104543083358
7895802765049620042,IBRD10190,NPL,Fully Repaid,7.25,US,2025-12-01,,true,8351490765610777614
8506905780692284060,IBRD32100,CPL,Fully Repaid,5.59,US,2025-12-01,,true,3053901280435670359
3066397591560182585,IBRD89000,FSL,Repaying,0,US,2025-12-01,,true,2293047099786496049
4210847754887895928,IBRD60743,NON POOL,Repaid,7,US,2025-12-01,,true,4507463723523063164
8062824646514278697,IBRD29180,CPL,Fully Repaid,5.59,US,2025-12-01,,true,826677456063649310
5001297392597865936,IBRD80750,FSL,Repaying,0,US,2025-12-01,,true,3915696962899261423
509317054458894834,IBRD46050,SCL,Fully Repaid,3.29,US,2025-12-01,,true,1594224049205595400
7482410201086263594,IBRD40120,SCL,Fully Repaid,0.94,US,2025-12-01,,true,2025565923858207315
1640086473128576827,IBRD05290,NPL,Fully Repaid,0,US,2025-12-01,,true,4963649959588352908
8148737449366235567,IBRD84780,FSL,Fully Disbursed,0,US,2025-12-01,,true,7197199567583079518
4733383366168520047,IBRD21700,CPL,Fully Repaid,11.6,US,2025-12-01,,true,5457482260361361890
5527866347755630402,IBRD73190,FSL,Repaying,0,US,2025-12-01,,true,1797861024502178952
6187532720310648690,IBRD43020,SCL,Fully Repaid,1.27,US,2025-12-01,,true,8406848484206660920
4109388283354777251,IBRD38780,CPL,Fully Transferred,7.43,US,2025-12-01,,true,998904982193667628
459753275131456586,IBRD22900,CPL,Fully Repaid,6.18,US,2025-12-01,,true,5789499447396547441
391162121122211997,IBRD45810,SCL,Fully Repaid,0.99,US,2025-12-01,,true,2604336646542169197
788371646182739897,IBRD03520,NPL,Fully Repaid,0,US,2025-12-01,,true,3296441581912763140
8025698425290552503,IBRD48030,SCL,Repaying,5.51,US,2025-12-01,,true,1603566883347849368
9076475192071324198,IBRD00540,NPL,Fully Repaid,4.5,US,2025-12-01,,true,4564863510799150504
6712620090284274878,IBRD03682,NPL,Fully Repaid,5.5,US,2025-12-01,,true,6873831515070054837
6908974957537723262,IBRD93590,FSL,Disbursing,0,US,2025-12-01,,true,2160251249603149465
660408725814398622,IBRD44350,SCL,Fully Repaid,2.78,US,2025-12-01,,true,5701017450870087566
263586728599016092,IBRD3316S,SCPD,Fully Repaid,6.61,US,2025-12-01,,true,6738819153872576775
2340508149871848463,IBRD34030,CPL,Fully Repaid,6.03,US,2025-12-01,,true,7672361977336019880
7405275406895892300,IBRD28781,CPL,Fully Repaid,4.62,US,2025-12-01,,true,5125412879895123811
6412243723027001298,IBRD97070,FSL,Signed,0,US,2025-12-01,,true,2258797708108186553
7892651118444664036,IBRD95040,FSL,Disbursing,0,US,2025-12-01,,true,5567773671392406620
4541234200052598973,IBRD38000,CPL,Fully Transferred,7.39,US,2025-12-01,,true,6372733857877519271
954436481972706311,IBRD16520,NPL,Fully Repaid,7.35,US,2025-12-01,,true,7411566615678966810
4566309534422460110,IBRD23280,CPL,Fully Repaid,5.59,US,2025-12-01,,true,6782763394633443632
6680774640725531163,IBRD36810,CPL,Fully Transferred,7.43,US,2025-12-01,,true,4038986405514649122
8427767714714822655,IBRD15010,NPL,Fully Repaid,7.9,US,2025-12-01,,true,2403085839089046004
563311800855109228,IBRD94980,FSL,Disbursing,0,US,2025-12-01,,true,8663008879125596653
7878350603064927754,IBRD60672,NON POOL,Repaid,8,US,2025-12-01,,true,7446402591766750281
1818804198543337987,IBRD06590,NPL,Fully Repaid,7,US,2025-12-01,,true,8484462577942292455
3288727412120144016,IBRD34610,CPL,Fully Repaid,5.59,US,2025-12-01,,true,5653119973707295313
798967215803945099,IBRD42220,CPL,Fully Repaid,4.35,US,2025-12-01,,true,2154874947011200487
357266204632633910,IBRD12621,NPL,Fully Repaid,8.5,US,2025-12-01,,true,7345820205782303833
7014143601678648388,IBRD85740,FSL,Repaying,0,US,2025-12-01,,true,3680478395041508862
972060933520599901,IBRD36230,SCL,Fully Repaid,1,US,2025-12-01,,true,59776537478974284
6035286610207545989,IBRD86530,FSL,Repaying,0,US,2025-12-01,,true,8605297157673429561
3444149234019261573,IBRD81900,FSL,Repaying,0,US,2025-12-01,,true,6074181943607600372
3920915183498302068,IBRDS0100,NPL,Fully Repaid,7.5,US,2025-12-01,,true,2362182155120316483
4266901486029206790,IBRD71080,FSL,Fully Repaid,0,US,2025-12-01,,true,2559912982874973412
917695305593768836,IBRD12190,NPL,Fully Repaid,8.5,US,2025-12-01,,true,2672061873352894605
5326489567702623685,IBRD18000,NPL,Fully Repaid,8.25,US,2025-12-01,,true,6780607402840137262
2649015941271290455,IBRD3285A,SCL,Fully Repaid,0.87,US,2025-12-01,,true,3715658441397055622
6054048032750963342,IBRD96210,FSL,Disbursing,0,US,2025-12-01,,true,3344812538516391854
8637725227795621727,IBRDB0040,GURB,Fully Cancelled,0,US,2025-12-01,,true,2708299920557513352
6714623236512265469,IBRD25080,CPL,Fully Repaid,6.4,US,2025-12-01,,true,3447146031696004105
6757721740354159022,IBRD48040,SCL,Fully Repaid,1.18,US,2025-12-01,,true,8470703143303499686
55603865843144055,IBRD21690,CPL,Fully Repaid,11.6,US,2025-12-01,,true,4699288111703662972
6902556917857823648,IBRD89510,FSL,Disbursing&Repaying,0,US,2025-12-01,,true,8501588510694775615
7451027417119377153,IBRD77800,FSL,Repaying,0,US,2025-12-01,,true,8621828847150824370
7538961658774034042,IBRD18400,NPL,Fully Cancelled,8.25,US,2025-12-01,,true,8121746088076733571
4754103342715820896,IBRD85980,FSL,Fully Disbursed,0,US,2025-12-01,,true,1791182228412146919
5999104222928337409,IBRD82350,FSL,Repaying,0,US,2025-12-01,,true,6454755277604848278
4725571477545086172,IBRD39670,CPL,Fully Transferred,7.43,US,2025-12-01,,true,743729535856836468
5756756764822032442,IBRD2255S,SCPM,Fully Repaid,6.71,US,2025-12-01,,true,5817642919329693450
6026947386363532871,IBRD38700,CPL,Fully Transferred,7.39,US,2025-12-01,,true,2308755829349255553
8992992000557511436,IBRD36220,CPL,Fully Repaid,7.99,US,2025-12-01,,true,5744556019520451932
302293635486393461,IBRD38090,CPL,Fully Repaid,1.36,US,2025-12-01,,true,8261589977793714837
1269810745943161708,IBRD25940,CPL,Fully Repaid,5.16,US,2025-12-01,,true,1005628281904848314
5184688036641056350,IBRD29430,CPL,Fully Repaid,4.85,US,2025-12-01,,true,270233905724242486
2619690424712125376,IBRD23100,CPL,Fully Repaid,4.62,US,2025-12-01,,true,7020597857882281005
7551939865562880872,IBRD31990,CPL,Fully Cancelled,6.59,US,2025-12-01,,true,392880766645880724
1360847098632548471,IBRD38500,CPL,Fully Transferred,7.43,US,2025-12-01,,true,944305610208671911
6940944661553974528,IBRD2749S,SCPD,Fully Repaid,5.31,US,2025-12-01,,true,3925034082541696459
8604428195233574218,IBRD06730,NPL,Fully Repaid,7,US,2025-12-01,,true,7301561744912041237
6228054327552233724,IBRD2856S,SCPM,Fully Repaid,4.86,US,2025-12-01,,true,5875554433756804260
1027263526019370277,IBRD00320,NPL,Fully Repaid,4,US,2025-12-01,,true,650219850006818663
5150636717350617689,IBRD88550,FSL,Disbursing&Repaying,0,US,2025-12-01,,true,8209674664068945139
274550613010862842,IBRD86500,FSL,Disbursing&Repaying,0,US,2025-12-01,,true,349344085644491495
6218914579077026486,IBRD09120,NPL,Fully Repaid,7.25,US,2025-12-01,,true,5058030754178142860
6407125707278906396,IBRD3359A,SCL,Fully Repaid,0,US,2025-12-01,,true,635625794181539749
7731423501444698715,IBRD33510,CPL,Fully Repaid,5.59,US,2025-12-01,,true,4968562008872702390
4035298910639319744,IBRD81570,FSL,Repaying,0,US,2025-12-01,,true,7466708823020117390
2121031456492913947,IBRD70782,NON POOL,Repaid,7.25,US,2025-12-01,,true,194012764221042945
5972104661161273443,IBRD1904S,SCPD,Fully Repaid,9.25,US,2025-12-01,,true,5094068400776167848
948801463510880797,IBRD32120,CPL,Fully Repaid,5.21,US,2025-12-01,,true,6173143936382104407
758655710990893904,IBRD76880,FSL,Repaying,0,US,2025-12-01,,true,960310942196350185
1136839266564285061,IBRD30090,CPL,Fully Repaid,5.59,US,2025-12-01,,true,8520234024398607092
1218513156158496889,IBRD2854A,SCL,Fully Repaid,1.44,US,2025-12-01,,true,4702623757661987923
3220565918375050044,IBRD3716S,SCPD,Fully Repaid,6.61,US,2025-12-01,,true,4929982924958767916
